EC,JY,BP,TY,FV,US,ES,NQ,EM,CL,NG,HO,GC,HG,SI,C_,S_,W_,SB,KC,CT,
20051230,6543.75,-86675.0,-358081.25,-596686.2,-73298.07,-680322.65,-160737.5,492675.0,237970.0,-1423160.0,852160.0,-89007.4,294300.0,1287675.0,-613950.0,338550.0,-1442528.0,-2843012.5,1309015.6,-741943.75,-592340.0,
20060131,-56981.25,-86675.0,-358081.25,-596686.2,-73298.07,-680322.65,-48612.5,659655.0,237970.0,-1465860.0,1144160.0,-89007.4,826340.0,1753925.0,-116450.0,332750.0,-1805488.0,-2843012.5,2738001.2,-375250.0,-592340.0,
20060228,-138037.5,-86675.0,-358081.25,-596686.2,-64016.82,-680322.65,-52512.5,507855.0,237970.0,-1887720.0,2445160.0,-415843.0,717300.0,1628925.0,-156450.0,796750.0,-1805488.0,-2455412.5,2352945.2,-895693.75,-592340.0,
20060331,-138037.5,-86675.0,-358081.25,-560936.2,-23516.82,-610197.65,-145537.5,507855.0,265470.0,-1887720.0,2197160.0,-454059.6,931620.0,2340175.0,701050.0,732950.0,-2055472.0,-3073150.0,2686660.4,-895693.75,-592340.0,
20060428,34162.5,-86675.0,-238043.75,-518686.2,-8329.32,-492260.15,-217562.5,507855.0,212720.0,-1756050.0,1739160.0,29746.8,1568940.0,4233925.0,1756050.0,1034550.0,-2119873.5,-3073150.0,2171266.0,-895693.75,-769240.0,
20060531,122312.5,-44700.0,-44581.25,-484561.2,21201.93,-460385.15,-348662.5,841615.0,177370.0,-1814460.0,1739160.0,-27171.6,1517240.0,5242675.0,1168550.0,1086750.0,-2295629.5,-3032025.0,2398838.8,-865243.75,-656140.0,
20060630,135637.5,-200281.25,-122543.75,-481311.2,32170.68,-482697.65,-400412.5,790955.0,93720.0,-1553100.0,1739160.0,-304294.6,1127140.0,4570175.0,741350.0,767750.0,-2895083.0,-3572525.0,1885341.2,-1052293.75,-1913290.0,
20060731,3668.75,-200281.25,-235156.25,-515559.7,-2979.67,-521934.5,-478037.5,1224545.0,53320.0,-1506570.0,916010.0,-304294.6,1127140.0,4395262.5,741350.0,-44650.0,-2998241.0,-3572525.0,1719246.4,-1298793.75,-1931710.0,
20060831,3668.75,-200281.25,-235156.25,-449747.2,43707.83,-319497.0,-478037.5,868435.0,53320.0,-1698630.0,3410.0,-685194.6,1127140.0,4395262.5,741350.0,-973275.0,-3754733.0,-3572525.0,2498486.4,-1475137.5,-1962410.0,
20060929,3668.75,-200281.25,-235156.25,-394059.7,77426.58,-209309.5,-273350.0,961510.0,-10380.0,-1076870.0,-1474070.0,-244408.8,1127140.0,4395262.5,741350.0,-973275.0,-3754733.0,-3621400.0,2532366.4,-2018537.5,-2250990.0,
20061031,-109731.25,-374781.25,-235156.25,-381403.45,-7809.24,-188809.5,-26087.5,1326160.0,248620.0,-516750.0,-1474070.0,180652.2,1127140.0,4395262.5,741350.0,754775.0,-3754733.0,-2839400.0,2667886.4,-2018537.5,-2186795.0,
20061130,-52156.25,-374781.25,-125156.25,-302934.7,-7809.24,-47872.0,103275.0,1591360.0,338220.0,-1174690.0,-1593750.0,-436990.8,1127140.0,3850012.5,1058850.0,3007700.0,-3505307.0,-2086725.0,2129436.4,-1250725.0,-2710765.0,
20061229,-66256.25,-507531.25,-161156.25,-408356.2,-68784.68,-233889.0,270300.0,1490635.0,542620.0,-1174690.0,-1918470.0,-436990.8,1127140.0,4082512.5,736300.0,2999625.0,-3483851.0,-2487500.0,2129436.4,-1111787.5,-2718325.0,
20070131,-252200.0,-477606.25,-134756.25,-408356.2,-82565.93,-265764.0,365275.0,1476610.0,627320.0,-1499560.0,-1918470.0,-792423.4,1127140.0,4773762.5,736300.0,3443750.0,-3580403.0,-2946925.0,2097908.4,-1878381.25,-2994265.0,
20070228,-252200.0,-581162.5,-238356.25,-408356.2,-131537.09,-383142.0,224450.0,1476610.0,484660.0,-1582860.0,-1918470.0,-792423.4,1117960.0,4062575.0,731250.0,4461200.0,-4006841.0,-2946925.0,1640977.6,-1878381.25,-3228625.0,
20070330,-272450.0,-581162.5,-238356.25,-408356.2,-131537.09,-383142.0,-35250.0,1193035.0,406410.0,-1582860.0,-1918470.0,-793645.6,791560.0,4062575.0,731250.0,3040000.0,-3609689.0,-2946925.0,1640977.6,-1878381.25,-3228625.0,
20070430,-113825.0,-581162.5,-178856.25,-408356.2,-131537.09,-383142.0,22762.5,1126345.0,437910.0,-1582860.0,-1918470.0,-720721.0,791560.0,4678825.0,731250.0,2785275.0,-3304733.0,-3967637.5,2134931.2,-1878381.25,-2819125.0,
20070531,-233637.5,-581162.5,-317543.75,-401137.45,-130302.71,-366735.75,287537.5,1374385.0,758310.0,-1582860.0,-1918470.0,-768386.8,791560.0,4057525.0,731250.0,2181687.5,-2846117.0,-4413887.5,1940588.8,-2487168.75,-3110000.0,
20070629,-262325.0,-649000.0,-317543.75,-349403.07,-101912.09,-263610.75,183412.5,1485535.0,678510.0,-1377450.0,-2155720.0,-119398.6,791560.0,4057525.0,762200.0,2428687.5,-2562437.0,-3145862.5,1653413.2,-2487168.75,-2158125.0,
20070731,-318875.0,-779106.25,-239487.5,-420556.85,-152460.04,-368153.25,150687.5,1437565.0,606330.0,-451260.0,-1439860.0,209780.6,791560.0,4057525.0,703650.0,2780662.5,-2297669.0,-2619512.5,1662037.2,-2487168.75,-1919485.0,
20070831,-393625.0,-765456.25,-371881.25,-472806.85,-127194.41,-368153.25,-78400.0,1362685.0,574230.0,-1580400.0,-2441260.0,-435502.2,791560.0,3988675.0,638450.0,2428687.5,-3132161.0,-298787.5,787009.2,-2962281.25,-3149165.0,
20070928,-223225.0,-617256.25,-371881.25,-454994.35,-101928.79,-509903.25,-230612.5,1513185.0,574230.0,-1369350.0,-3383140.0,-282991.8,1511360.0,3988675.0,638450.0,2107587.5,-2916935.0,2309037.5,787009.2,-2919381.25,-3149165.0,
20071031,-93025.0,-696231.25,-312806.25,-399181.85,-77866.29,-419903.25,-230612.5,2108735.0,543930.0,-18000.0,-3004740.0,852238.8,2064020.0,3988675.0,463400.0,2107587.5,-2414741.0,219587.5,787009.2,-3436381.25,-3149165.0,
