Date,TY,FV,US,
20130906,1,1,1,546829.0
20130909,1,1,1,545485.0
20130910,1,1,1,546977.0
20130911,1,1,1,545657.0
20130912,1,1,1,545344.0
20130913,1,1,1,545063.0
20130916,1,1,1,544251.0
20130917,1,1,1,543469.0
20130918,0,0,1,539945.0
20130919,0,0,1,540664.0
20130920,0,0,1,540195.0
20130923,0,0,1,539977.0
20130924,0,0,0,538832.0
20130925,0,0,0,538832.0
20130926,0,0,0,538832.0
20130927,0,0,0,538832.0
20130930,0,0,0,538832.0
20131001,0,0,0,538832.0
20131002,0,0,0,538832.0
20131003,0,0,0,538832.0
20131004,0,0,0,538832.0
20131007,0,0,0,538832.0
20131008,0,0,0,538832.0
20131009,0,0,0,538832.0
20131010,0,0,0,538832.0
20131011,0,0,0,538832.0
20131014,0,0,0,538832.0
20131015,0,0,0,538832.0
20131016,0,0,0,538832.0
20131017,0,0,0,538832.0
20131018,0,0,0,538832.0
20131021,0,0,0,538832.0
20131022,0,0,0,538832.0
20131023,1,1,0,539058.0
20131024,1,1,1,538496.0
20131025,1,1,1,539113.0
20131028,1,1,1,538957.0
20131029,1,1,1,539215.0
20131030,1,1,1,538644.0
20131031,1,1,1,538340.0
20131101,1,1,1,536449.0
20131104,1,1,1,536980.0
20131105,1,1,1,535441.0
20131106,1,1,1,536160.0
20131107,1,1,1,537090.0
20131108,1,1,0,534119.0
20131111,1,1,0,533986.0
20131112,1,1,0,533736.0
20131113,1,1,0,534463.0
20131114,1,1,0,535244.0
20131115,1,1,0,535127.0
20131118,1,1,0,535533.0
20131119,1,1,0,535041.0
20131120,1,1,0,534666.0
20131121,1,1,0,534690.0
20131122,1,1,0,534947.0
20131125,1,1,0,535088.0
20131126,1,1,0,535682.0
20131127,1,1,0,535268.0
20131129,1,1,0,535104.0
20131202,1,1,0,534315.0
20131203,1,1,0,534705.0
20131204,1,1,0,533947.0
20131205,0,1,0,533482.0
20131206,0,1,0,533341.0
20131209,0,1,0,533380.0
20131210,0,1,0,533623.0
20131211,0,1,0,533435.0
20131212,0,1,0,533216.0
20131213,0,1,0,533209.0
20131216,0,1,0,533224.0
20131217,0,1,0,533412.0
20131218,0,0,0,533099.0
20131219,0,0,0,533099.0
20131220,0,0,0,533099.0
20131223,0,0,0,533099.0
20131224,0,0,0,533099.0
20131226,0,0,0,533099.0
20131227,0,0,0,533099.0
20131230,0,0,0,533099.0
20131231,0,0,0,533099.0
20140102,0,0,0,533099.0
20140103,0,0,0,533099.0
20140106,0,0,0,533099.0
20140107,0,0,0,533099.0
20140108,0,0,0,533099.0
20140109,0,0,0,533099.0
20140110,0,0,0,533099.0
20140113,0,0,0,533099.0
20140114,0,0,0,533099.0
20140115,0,0,0,533099.0
20140116,0,0,0,533099.0
20140117,0,0,0,533099.0
20140121,0,0,0,533099.0
20140122,0,0,0,533099.0
20140123,0,0,0,533099.0
20140124,0,0,0,533099.0
20140127,0,0,0,533099.0
20140128,0,0,0,533099.0
20140129,0,0,0,533099.0
20140130,0,0,0,533099.0
20140131,0,0,0,533099.0
20140203,0,0,0,533099.0
20140204,0,0,1,532349.0
20140205,0,0,1,531599.0
20140206,0,0,1,531224.0
20140207,0,0,1,531505.0
20140210,0,0,1,531474.0
20140211,0,0,1,531037.0
20140212,0,0,1,530443.0
20140213,0,0,1,531193.0
20140214,0,0,1,531099.0
20140218,0,0,1,531505.0
20140219,0,0,1,531162.0
20140220,0,0,1,530912.0
20140221,0,0,1,531287.0
20140224,0,0,1,531037.0
20140225,0,0,1,531818.0
20140226,0,0,1,532287.0
20140227,0,0,1,532818.0
20140228,0,0,1,532755.0
20140303,0,0,1,533349.0
20140304,0,0,1,532099.0
20140305,0,0,1,532068.0
20140306,0,0,1,531443.0
20140307,0,0,1,530849.0
20140310,0,0,1,530880.0
20140311,0,0,1,531162.0
20140312,0,0,1,531849.0
20140313,0,0,1,533005.0
20140314,0,0,1,533162.0
20140317,0,0,1,532474.0
20140318,0,0,1,532662.0
20140319,0,0,1,531662.0
20140320,0,0,1,531755.0
20140321,0,0,1,532349.0
20140324,0,0,1,532787.0
20140325,0,0,1,532755.0
20140326,0,0,1,533287.0
20140327,0,0,1,533912.0
20140328,0,0,1,533224.0
20140331,0,0,1,532912.0
20140401,0,0,1,532318.0
20140402,0,0,1,531662.0
20140403,0,0,1,531912.0
20140404,0,0,1,532662.0
20140407,0,0,1,533130.0
20140408,0,0,1,533349.0
20140409,0,0,1,533130.0
20140410,0,0,1,534130.0
20140411,0,0,1,534474.0
20140414,0,0,1,534193.0
20140415,0,0,1,534505.0
20140416,0,0,1,534568.0
20140417,0,0,1,533599.0
20140421,0,0,1,533412.0
20140422,0,0,1,533630.0
20140423,0,0,1,534162.0
20140424,0,0,1,534224.0
20140425,0,0,1,534630.0
20140428,0,0,1,534412.0
20140429,0,0,1,534068.0
20140430,0,0,1,534630.0
20140501,0,0,1,535380.0
20140502,0,0,1,535880.0
20140505,0,0,1,535412.0
20140506,0,0,1,535755.0
20140507,0,0,1,535693.0
20140508,0,0,1,535880.0
20140509,0,0,1,535443.0
20140512,0,0,1,535037.0
20140513,0,0,1,535568.0
20140514,0,0,1,536724.0
20140515,1,0,1,537630.0
20140516,1,1,1,537271.0
20140519,1,1,1,536810.0
20140520,1,1,1,537529.0
20140521,1,1,1,536693.0
20140522,1,1,1,536185.0
20140523,1,1,1,536935.0
20140527,1,1,1,537482.0
20140528,1,1,1,539630.0
20140529,1,1,1,539240.0
20140530,1,1,1,538857.0
20140602,1,1,1,536771.0
20140603,1,1,1,535083.0
20140604,1,1,1,534763.0
20140605,1,1,1,535310.0
20140606,1,1,1,534982.0
20140609,1,1,1,534513.0
20140610,1,0,1,533868.0
20140611,1,0,1,533930.0
20140612,1,0,1,535368.0
20140613,1,0,1,534993.0
20140616,1,0,1,535196.0
20140617,1,0,1,533837.0
20140618,1,0,1,534821.0
20140619,1,0,1,534508.0
20140620,1,0,1,534524.0
20140623,1,0,1,534555.0
20140624,1,0,1,535508.0
20140625,1,0,1,536212.0
20140626,1,0,1,537149.0
20140627,1,0,1,536915.0
20140630,1,0,1,537274.0
20140701,1,0,1,536133.0
20140702,1,0,1,534555.0
20140703,0,0,0,533206.0
20140707,0,0,0,533206.0
20140708,0,0,0,533206.0
20140709,0,0,0,533206.0
20140710,0,0,0,533206.0
20140711,0,0,0,533206.0
20140714,0,0,0,533206.0
20140715,0,0,0,533206.0
20140716,0,0,0,533206.0
20140717,0,0,0,533206.0
20140718,0,0,0,533206.0
20140721,0,0,0,533206.0
20140722,0,0,0,533206.0
20140723,0,0,0,533206.0
20140724,0,0,0,533206.0
20140725,0,0,0,533206.0
20140728,0,0,0,533206.0
20140729,0,0,0,533206.0
20140730,0,0,1,531768.0
20140731,0,0,1,531674.0
20140801,0,0,1,532206.0
20140804,0,0,1,532362.0
20140805,0,0,1,532643.0
20140806,0,0,1,532768.0
20140807,0,0,1,533518.0
20140808,0,0,1,533674.0
20140811,0,0,1,533674.0
20140812,0,0,1,533237.0
20140813,0,0,1,533737.0
20140814,0,0,1,534331.0
20140815,1,0,1,535690.0
20140818,1,1,1,534440.0
20140819,1,1,1,533862.0
20140820,1,1,1,533213.0
20140821,1,1,1,533713.0
20140822,1,1,1,533799.0
20140825,1,1,1,534096.0
20140826,1,1,1,534081.0
20140827,1,1,1,535026.0
20140828,1,1,1,535909.0
20140829,1,1,1,535690.0
20140902,1,1,1,533432.0
20140903,1,0,1,533498.0
20140904,1,0,1,532498.0
20140905,1,0,1,532326.0
20140908,1,0,1,532248.0
20140909,1,0,1,531701.0
20140910,0,0,1,531040.0
20140911,0,0,1,531134.0
20140912,0,0,0,530084.0
20140915,0,0,0,530084.0
20140916,0,0,0,530084.0
20140917,0,0,0,530084.0
20140918,0,0,0,530084.0
20140919,0,0,0,530084.0
20140922,0,0,0,530084.0
20140923,0,0,0,530084.0
20140924,0,0,0,530084.0
20140925,0,0,0,530084.0
20140926,0,0,0,530084.0
20140929,0,0,0,530084.0
20140930,0,0,0,530084.0
20141001,0,0,0,530084.0
20141002,0,0,0,530084.0
20141003,0,0,0,530084.0
20141006,0,0,0,530084.0
20141007,0,0,0,530084.0
20141008,1,1,1,530670.0
20141009,1,1,1,530904.0
20141010,1,1,1,531545.0
20141013,1,1,1,533334.0
20141014,1,1,1,534389.0
20141015,1,1,1,537912.0
20141016,1,1,1,536139.0
20141017,1,1,1,535014.0
20141020,1,1,1,535514.0
20141021,1,1,1,534912.0
20141022,1,1,1,534240.0
20141023,1,1,1,532912.0
20141024,1,1,1,532951.0
20141027,1,1,1,533397.0
20141028,1,1,1,532678.0
20141029,1,1,1,531537.0
20141030,1,1,1,532045.0
20141031,1,1,1,531147.0
20141103,1,1,1,530912.0
20141104,1,1,1,531115.0
20141105,1,1,1,530975.0
20141106,1,1,1,530193.0
20141107,1,1,1,532147.0
20141110,1,1,1,530826.0
20141111,1,1,1,530342.0
20141112,1,1,1,531076.0
20141113,1,1,1,531467.0
20141114,1,1,1,532209.0
20141117,1,1,1,531576.0
20141118,1,1,1,532162.0
20141119,1,1,1,531326.0
20141120,1,1,1,531951.0
20141121,1,1,1,532600.0
20141124,1,1,1,532818.0
20141125,1,1,1,534232.0
20141126,1,1,1,535076.0
20141128,1,1,1,536217.0
20141201,1,1,1,535475.0
20141202,1,1,1,533561.0
20141203,1,1,1,533600.0
20141204,1,1,1,534514.0
20141205,1,1,1,533068.0
20141208,1,0,1,534181.0
20141209,1,0,1,535150.0
20141210,1,0,1,536431.0
20141211,1,0,1,536369.0
20141212,1,0,1,538135.0
20141215,1,0,1,537744.0
20141216,1,0,1,538822.0
20141217,1,0,1,537072.0
20141218,1,0,1,535635.0
20141219,1,0,1,536353.0
20141222,1,0,1,536697.0
20141223,1,0,1,534275.0
20141224,1,0,1,534510.0
20141226,1,0,1,534791.0
20141229,1,0,1,535791.0
20141230,1,0,1,536260.0
20141231,1,0,1,536760.0
20150102,1,0,1,538056.0
20150105,1,0,1,540135.0
20150106,1,0,1,541916.0
20150107,1,0,1,542056.0
20150108,1,0,1,540416.0
20150109,1,0,1,541510.0
20150112,1,0,1,542900.0
20150113,1,1,1,543486.0
20150114,1,1,1,545017.0
20150115,1,1,1,546674.0
20150116,1,1,1,545299.0
20150120,1,1,1,545564.0
20150121,1,1,1,544189.0
20150122,1,1,1,543095.0
20150123,1,1,1,545252.0
20150126,1,1,1,544681.0
20150127,1,1,1,544869.0
20150128,1,1,1,547799.0
20150129,1,1,1,546588.0
20150130,1,1,1,548611.0
20150202,1,1,1,548228.0
20150203,1,1,1,545353.0
20150204,1,1,1,545400.0
20150205,1,1,1,544666.0
20150206,1,1,1,541455.0
20150209,1,1,1,541181.0
20150210,1,1,1,540088.0
20150211,1,1,1,540119.0
20150212,1,1,1,540220.0
20150213,1,1,1,539049.0
20150217,0,0,0,536097.0
20150218,0,0,0,536097.0
20150219,0,0,0,536097.0
20150220,0,0,0,536097.0
20150223,0,0,0,536097.0
20150224,0,0,0,536097.0
20150225,0,0,0,536097.0
20150226,0,0,0,536097.0
20150227,0,0,0,536097.0
20150302,0,0,0,536097.0
20150303,0,0,0,536097.0
20150304,0,0,0,536097.0
20150305,0,0,0,536097.0
20150306,0,0,0,536097.0
20150309,0,0,0,536097.0
20150310,0,0,0,536097.0
20150311,0,0,0,536097.0
20150312,0,0,0,536097.0
20150313,0,0,0,536097.0
20150316,0,0,0,536097.0
20150317,0,0,0,536097.0
20150318,0,0,0,536097.0
20150319,0,0,0,536097.0
20150320,0,0,0,536097.0
20150323,0,0,0,536097.0
20150324,0,0,0,536097.0
20150325,0,0,0,536097.0
20150326,0,0,0,536097.0
20150327,0,0,0,536097.0
20150330,0,0,0,536097.0
20150331,0,0,0,536097.0
20150401,0,0,0,536097.0
20150402,0,0,0,536097.0
20150403,0,0,0,536097.0
20150406,0,1,0,535854.0
20150407,0,1,0,535737.0
20150408,0,1,0,535722.0
20150409,0,1,0,535440.0
20150410,0,1,0,535386.0
20150413,0,1,0,535518.0
20150414,0,1,0,535698.0
20150415,0,1,0,535808.0
20150416,0,1,0,535979.0
20150417,0,1,0,535956.0
20150420,0,1,0,535839.0
20150421,0,1,0,535753.0
20150422,0,1,0,535526.0
20150423,0,1,0,535698.0
20150424,0,1,0,535893.0
20150427,0,1,0,535815.0
20150428,0,1,0,535643.0
20150429,0,1,0,535487.0
20150430,0,1,0,535386.0
20150501,0,1,0,535089.0
20150504,0,0,1,535875.0
20150505,0,0,1,536594.0
20150506,0,0,1,538344.0
20150507,0,0,1,536688.0
20150508,0,0,1,536438.0
20150511,0,0,1,539469.0
20150512,0,0,1,539063.0
20150513,0,0,1,540094.0
20150514,0,0,1,539656.0
20150515,0,0,1,537063.0
20150518,0,0,1,539188.0
20150519,0,0,1,539656.0
20150520,0,0,1,539938.0
20150521,0,0,1,538250.0
20150522,0,0,1,538875.0
20150526,0,0,1,536438.0
20150527,0,0,1,536094.0
20150528,0,0,1,536313.0
20150529,0,0,1,535500.0
20150601,0,0,1,537719.0
20150602,0,0,1,539344.0
20150603,0,0,1,541406.0
20150604,0,0,1,539750.0
20150605,0,0,1,541406.0
20150608,1,0,1,540813.0
20150609,1,0,1,541953.0
20150610,1,0,1,543594.0
20150611,1,0,1,540485.0
20150612,1,0,1,540406.0
20150615,1,0,1,539938.0
20150616,1,0,1,538781.0
20150617,1,0,1,538922.0
20150618,1,0,1,540610.0
20150619,1,0,1,537703.0
20150622,1,0,1,540641.0
20150623,1,0,1,541922.0
20150624,1,0,1,540610.0
20150625,1,0,1,541047.0
20150626,1,0,1,543610.0
20150629,1,0,1,539078.0
20150630,1,0,1,539172.0
20150701,1,0,1,541875.0
20150702,1,0,1,541125.0
20150706,0,0,1,536935.0
20150707,0,0,1,535498.0
20150708,0,0,1,534873.0
20150709,0,0,1,537404.0
20150710,0,0,1,539904.0
20150713,0,0,1,539841.0
20150714,0,0,1,539466.0
20150715,0,0,1,538154.0
20150716,0,0,1,537654.0
20150717,0,0,1,536904.0
20150720,0,0,1,537248.0
20150721,0,0,1,536685.0
20150722,0,0,1,535810.0
20150723,0,0,0,534353.0
20150724,0,0,0,534353.0
20150727,0,0,0,534353.0
20150728,0,0,0,534353.0
20150729,0,0,0,534353.0
20150730,0,0,0,534353.0
20150731,0,0,0,534353.0
20150803,0,0,0,534353.0
20150804,0,0,0,534353.0
20150805,0,0,0,534353.0
20150806,0,0,0,534353.0
20150807,0,0,0,534353.0
20150810,0,0,0,534353.0
20150811,0,0,0,534353.0
20150812,0,0,0,534353.0
20150813,0,0,0,534353.0
20150814,0,0,0,534353.0
20150817,0,0,0,534353.0
20150818,0,0,0,534353.0
20150819,0,0,0,534353.0
20150820,0,1,0,534415.0
20150821,1,1,1,534798.0
20150824,1,1,1,536408.0
20150825,1,1,1,531540.0
20150826,1,1,1,529767.0
20150827,1,1,1,530556.0
20150828,1,1,1,530001.0
20150831,1,1,1,529142.0
20150901,1,1,0,528647.0
20150902,1,1,0,528397.0
20150903,1,1,0,528811.0
20150904,1,1,0,529288.0
20150908,1,1,0,528553.0
20150909,1,1,0,528764.0
20150910,1,1,0,528366.0
20150911,1,1,0,528975.0
20150914,1,1,0,528999.0
20150915,1,1,0,527671.0
20150916,1,1,0,527436.0
20150917,1,1,0,528827.0
20150918,1,1,0,529796.0
20150921,1,1,0,528897.0
20150922,1,1,0,530007.0
20150923,1,1,0,529803.0
20150924,1,1,0,530053.0
20150925,1,1,0,529616.0
20150928,1,1,0,530491.0
20150929,1,1,0,531077.0
20150930,1,1,0,530967.0
20151001,1,1,0,530967.0
20151002,1,1,0,532022.0
20151005,1,1,0,531210.0
20151006,1,1,0,531499.0
20151007,1,1,0,531100.0
20151008,1,1,0,530616.0
20151009,1,1,0,530592.0
20151012,1,1,0,531022.0
20151013,1,1,0,531202.0
20151014,1,1,0,532303.0
20151015,1,1,0,531585.0
20151016,1,1,0,531428.0
20151019,1,1,0,531397.0
20151020,1,1,0,530757.0
20151021,1,1,0,531186.0
20151022,1,1,0,531311.0
20151023,1,1,0,530460.0
20151026,1,1,0,530710.0
20151027,1,1,0,531249.0
20151028,1,1,0,529975.0
20151029,1,1,0,529108.0
20151030,1,0,0,529103.0
20151102,0,0,0,528802.0
20151103,0,0,0,528802.0
20151104,0,0,0,528802.0
20151105,0,0,0,528802.0
20151106,0,0,0,528802.0
20151109,0,0,0,528802.0
20151110,0,0,0,528802.0
20151111,0,0,0,528802.0
20151112,0,0,0,528802.0
20151113,0,0,0,528802.0
20151116,0,0,0,528802.0
20151117,0,0,0,528802.0
20151118,0,0,0,528802.0
20151119,0,0,0,528802.0
20151120,0,0,0,528802.0
20151123,0,0,0,528802.0
20151124,0,0,0,528802.0
20151125,0,0,0,528802.0
20151127,0,0,0,528802.0
20151130,0,0,0,528802.0
20151201,0,0,0,528802.0
20151202,0,0,0,528802.0
20151203,0,0,0,528802.0
20151204,0,0,0,528802.0
20151207,0,0,0,528802.0
20151208,0,0,0,528802.0
20151209,0,0,0,528802.0
20151210,0,0,0,528802.0
20151211,0,0,0,528802.0
20151214,0,0,0,528802.0
20151215,0,0,0,528802.0
20151216,0,0,0,528802.0
20151217,0,0,0,528802.0
20151218,0,0,0,528802.0
20151221,0,0,0,528802.0
20151222,0,0,0,528802.0
20151223,0,0,0,528802.0
20151224,0,0,0,528802.0
20151228,0,0,0,528802.0
20151229,0,0,0,528802.0
20151230,0,0,0,528802.0
20151231,0,0,0,528802.0
20160104,0,0,0,528802.0
20160105,0,0,0,528802.0
20160106,0,0,0,528802.0
20160107,0,0,0,528802.0
20160108,0,0,0,528802.0
20160111,0,0,0,528802.0
20160112,0,0,0,528802.0
20160113,0,0,0,528802.0
20160114,0,0,0,528802.0
20160115,0,0,0,528802.0
20160119,0,0,1,528959.0
20160120,0,0,1,530021.0
20160121,0,0,1,529146.0
20160122,0,0,1,528615.0
20160125,0,0,1,529209.0
20160126,0,0,1,529740.0
20160127,0,0,1,529584.0
20160128,0,0,1,529646.0
20160129,0,0,1,530615.0
20160201,1,0,1,529693.0
20160202,1,0,1,533115.0
20160203,1,1,1,532349.0
20160204,1,1,1,533091.0
20160205,1,1,1,533646.0
20160208,1,1,1,537880.0
20160209,1,1,1,537966.0
20160210,1,1,1,539154.0
20160211,1,1,1,541177.0
20160212,1,1,1,537841.0
20160216,1,1,1,536857.0
20160217,1,1,1,534998.0
20160218,1,1,1,537248.0
20160219,1,1,1,537638.0
20160222,1,1,1,537005.0
20160223,1,1,1,537834.0
20160224,1,1,1,537873.0
20160225,1,1,1,539263.0
20160226,1,1,1,536318.0
20160229,1,1,1,536810.0
20160301,1,1,1,533201.0
20160302,1,1,1,533130.0
20160303,1,1,1,534185.0
20160304,1,1,1,532240.0
20160307,1,1,1,531943.0
20160308,1,1,1,534498.0
20160309,1,1,1,532787.0
20160310,1,1,1,531630.0
20160311,1,0,1,529892.0
20160314,1,0,1,530220.0
20160315,1,0,1,530423.0
20160316,1,0,1,530673.0
20160317,1,0,1,532158.0
20160318,1,0,1,532954.0
20160321,1,0,1,531064.0
20160322,1,0,1,531033.0
20160323,1,0,1,533158.0
20160324,1,0,1,532579.0
20160328,1,0,1,533267.0
20160329,1,0,1,534829.0
20160330,1,0,1,533814.0
20160331,1,0,1,535158.0
20160401,1,0,1,535001.0
20160404,1,0,1,535454.0
20160405,1,0,1,537376.0
20160406,1,0,1,536361.0
20160407,1,0,1,538579.0
20160408,1,0,1,537548.0
20160411,1,0,1,537454.0
20160412,1,0,1,535908.0
20160413,1,0,1,536829.0
20160414,1,0,1,536017.0
20160415,1,0,1,537095.0
20160418,1,0,1,536204.0
20160419,1,0,1,535751.0
20160420,1,0,1,533486.0
20160421,1,0,1,532626.0
20160422,1,0,1,532267.0
20160425,1,0,0,531342.0
20160426,0,0,0,531214.0
20160427,0,0,0,531214.0
20160428,0,0,0,531214.0
20160429,0,0,0,531214.0
20160502,0,0,0,531214.0
20160503,0,0,0,531214.0
20160504,0,0,0,531214.0
20160505,0,0,0,531214.0
20160506,0,0,0,531214.0
20160509,0,0,0,531214.0
20160510,0,0,0,531214.0
20160511,0,0,0,531214.0
20160512,0,0,0,531214.0
20160513,0,0,0,531214.0
20160516,0,0,0,531214.0
20160517,0,0,0,531214.0
20160518,0,0,0,531214.0
20160519,0,0,0,531214.0
20160520,0,0,0,531214.0
20160523,0,0,0,531214.0
20160524,0,0,0,531214.0
20160525,0,0,0,531214.0
20160526,0,0,0,531214.0
20160527,0,0,0,531214.0
20160531,0,0,0,531214.0
20160601,0,0,0,531214.0
20160602,0,0,0,531214.0
20160603,0,0,0,531214.0
20160606,0,0,1,530589.0
20160607,0,0,1,530964.0
20160608,0,0,1,531339.0
20160609,0,0,1,532026.0
20160610,0,0,1,532839.0
20160613,1,0,1,533417.0
20160614,1,0,1,533589.0
20160615,1,0,1,534167.0
20160616,1,1,1,535339.0
20160617,1,1,1,533675.0
20160620,1,1,1,531948.0
20160621,1,1,1,531151.0
20160622,1,1,1,531440.0
20160623,1,1,1,528995.0
20160624,1,1,1,535268.0
20160627,1,1,1,539823.0
20160628,1,1,1,539714.0
20160629,1,1,1,539307.0
20160630,1,1,1,538651.0
20160701,1,1,1,540065.0
20160705,1,1,1,543784.0
20160706,1,1,1,543057.0
20160707,1,1,1,543464.0
20160708,1,1,1,544292.0
20160711,1,1,1,542034.0
20160712,1,1,1,539229.0
20160713,1,1,1,540815.0
20160714,1,1,1,538221.0
20160715,1,1,1,536057.0
20160718,1,1,1,536221.0
20160719,1,1,1,537143.0
20160720,1,1,1,535995.0
20160721,1,1,1,536448.0
20160722,1,1,1,536401.0
20160725,1,1,1,536182.0
20160726,1,1,1,536581.0
20160727,1,1,1,538612.0
20160728,1,1,1,538768.0
20160729,1,1,1,540659.0
20160801,1,1,1,539487.0
20160802,1,1,1,537893.0
20160803,1,1,1,537768.0
20160804,1,1,1,539339.0
20160805,1,1,1,536393.0
20160808,1,1,1,536362.0
20160809,1,1,1,537862.0
20160810,1,1,1,539206.0
20160811,1,1,1,536417.0
20160812,1,1,1,538354.0
20160815,1,1,1,536706.0
20160816,1,1,1,535651.0
20160817,1,1,1,536300.0
20160818,1,1,1,537073.0
20160819,1,1,1,535589.0
20160822,1,0,1,536997.0
20160823,1,0,1,536997.0
20160824,1,0,1,536810.0
20160825,1,0,1,536122.0
20160826,0,0,1,534290.0
20160829,0,0,1,536071.0
20160830,0,0,1,535727.0
20160831,0,0,1,535790.0
20160901,0,0,1,535884.0
20160902,0,0,1,534915.0
20160906,0,0,1,536071.0
20160907,0,0,1,536134.0
20160908,0,0,0,534116.0
20160909,0,0,0,534116.0
20160912,0,0,0,534116.0
20160913,0,0,0,534116.0
20160914,0,0,0,534116.0
20160915,0,0,0,534116.0
20160916,0,0,0,534116.0
20160919,0,0,0,534116.0
20160920,0,0,0,534116.0
20160921,0,0,0,534116.0
20160922,0,0,0,534116.0
20160923,0,0,0,534116.0
20160926,0,0,0,534116.0
20160927,0,0,0,534116.0
20160928,0,0,0,534116.0
20160929,0,0,0,534116.0
20160930,0,0,0,534116.0
20161003,0,0,0,534116.0
20161004,0,0,0,534116.0
20161005,0,0,0,534116.0
20161006,0,0,0,534116.0
20161007,0,0,0,534116.0
20161010,0,0,0,534116.0
20161011,1,1,1,533929.0
20161012,1,1,1,534296.0
20161013,1,1,1,532812.0
20161014,1,1,1,534999.0
20161017,1,1,1,533866.0
20161018,1,1,1,533257.0
20161019,1,1,1,533351.0
20161020,1,1,1,532937.0
20161021,1,1,1,532694.0
20161024,1,1,1,533468.0
20161025,1,1,1,533101.0
20161026,1,1,1,534194.0
20161027,1,1,1,536312.0
20161028,1,1,1,536437.0
20161031,1,1,1,535765.0
20161101,1,1,1,535108.0
20161102,1,1,1,534562.0
20161103,1,1,1,535085.0
20161104,1,1,1,534132.0
20161107,1,1,1,535530.0
20161108,1,1,1,536601.0
20161109,0,0,1,539799.0
20161110,1,1,1,541346.0
20161111,1,1,1,543072.0
20161114,1,1,1,544674.0
20161115,1,1,1,545182.0
20161116,1,1,1,544400.0
20161117,1,1,1,546205.0
20161118,1,1,1,547611.0
20161121,1,1,1,547643.0
20161122,1,1,1,547315.0
20161123,1,1,1,548299.0
20161125,1,1,1,548565.0
20161128,1,1,1,547025.0
20161129,1,1,1,546369.0
20161130,1,1,1,548744.0
20161201,1,1,1,551338.0
20161202,1,1,1,549502.0
20161205,1,1,1,549346.0
20161206,1,1,1,549783.0
20161207,1,1,1,548315.0
20161208,1,1,1,549893.0
20161209,1,1,1,552143.0
20161212,1,1,1,552065.0
20161213,1,1,1,552057.0
20161214,1,1,1,553354.0
20161215,1,1,1,554158.0
20161216,1,1,1,555111.0
20161219,1,1,1,553166.0
20161220,1,1,1,553908.0
20161221,1,1,1,553111.0
20161222,1,1,1,553283.0
20161223,1,1,1,552822.0
20161227,1,1,1,553635.0
20161228,1,1,1,551768.0
20161229,1,1,1,551041.0
20161230,1,1,1,549783.0
20170103,1,1,1,550166.0
20170104,1,1,1,550057.0
20170105,1,1,1,547111.0
20170106,1,1,1,548557.0
20170109,1,1,1,547033.0
20170110,1,1,1,547236.0
20170111,1,1,1,546900.0
20170112,1,1,1,546994.0
20170113,1,1,1,547479.0
20170117,1,1,1,545682.0
20170118,1,1,1,547775.0
20170119,1,1,1,549596.0
20170120,1,1,1,549705.0
20170123,1,1,1,547541.0
20170124,1,1,1,549885.0
20170125,1,1,1,551627.0
20170126,1,1,1,551018.0
20170127,1,1,1,550111.0
20170130,1,1,1,550166.0
20170131,1,1,1,549205.0
20170201,1,1,1,549830.0
20170202,1,1,1,549627.0
20170203,1,1,1,550307.0
20170206,1,1,1,547760.0
20170207,1,1,1,546893.0
20170208,1,0,1,545260.0
20170209,1,0,1,546791.0
20170210,1,0,1,547213.0
20170213,1,0,1,547932.0
20170214,1,0,1,549041.0
20170215,1,0,1,549994.0
20170216,1,0,1,548635.0
20170217,1,0,1,547947.0
20170221,1,0,1,547885.0
20170222,1,0,1,547760.0
20170223,0,0,1,546992.0
20170224,0,0,0,546628.0
20170227,0,0,0,546628.0
20170228,0,0,0,546628.0
20170301,0,0,0,546628.0
20170302,0,0,0,546628.0
20170303,0,0,0,546628.0
20170306,0,0,0,546628.0
20170307,0,0,0,546628.0
20170308,0,0,0,546628.0
20170309,0,0,0,546628.0
20170310,0,0,0,546628.0
20170313,0,0,0,546628.0
20170314,0,0,1,545753.0
20170315,0,0,1,544316.0
20170316,0,0,1,544722.0
20170317,0,0,1,544160.0
20170320,0,0,1,543597.0
20170321,0,0,0,543203.0
20170322,0,0,0,543203.0
20170323,0,0,0,543203.0
20170324,0,0,0,543203.0
20170327,0,0,0,543203.0
20170328,0,0,0,543203.0
20170329,0,0,0,543203.0
20170330,0,0,0,543203.0
20170331,0,0,0,543203.0
20170403,0,0,0,543203.0
20170404,0,0,0,543203.0
20170405,0,0,0,543203.0
20170406,0,0,0,543203.0
20170407,0,0,0,543203.0
20170410,0,0,0,543203.0
20170411,0,0,0,543203.0
20170412,1,1,1,543235.0
20170413,1,1,1,545195.0
20170417,1,1,1,544430.0
20170418,1,1,1,547063.0
20170419,1,1,1,546336.0
20170420,1,1,1,545203.0
20170421,1,1,1,545383.0
20170424,1,1,1,544195.0
20170425,1,1,1,542547.0
20170426,1,1,1,543031.0
20170427,1,1,1,543242.0
20170428,1,1,1,543586.0
20170501,1,1,1,542227.0
20170502,1,1,1,543383.0
20170503,1,1,1,543117.0
20170504,1,1,1,541469.0
20170505,1,1,1,541633.0
20170508,1,1,1,540899.0
20170509,1,1,0,539795.0
20170510,1,1,0,539771.0
20170511,1,1,0,539943.0
20170512,1,1,0,540865.0
20170515,1,1,0,540834.0
20170516,1,1,0,540966.0
20170517,1,1,0,542334.0
