Date,CL,EC,GC,KC,NG,S_,LH,SB,SI,TY,
20171117,1,0,0,0,0,0,0,0,0,0,174303.0
20171120,1,0,0,0,0,0,0,0,0,0,174013.0
20171121,1,0,0,0,0,0,0,0,0,0,174423.0
20171122,1,0,0,0,0,0,0,0,0,0,175613.0
20171124,1,0,0,0,0,0,0,0,0,0,176543.0
20171127,1,0,0,0,0,0,0,0,0,0,175703.0
20171128,1,0,0,0,0,0,0,0,0,0,175583.0
20171129,1,0,0,0,0,0,0,0,0,0,174893.0
20171130,1,0,0,0,0,0,0,0,0,0,174993.0
20171201,1,0,0,0,0,0,0,0,0,0,175953.0
20171204,1,0,0,0,0,0,0,0,0,0,175063.0
20171205,1,0,0,0,0,0,0,0,0,0,175213.0
20171206,1,0,0,0,0,0,0,0,1,0,174453.0
20171207,1,0,0,0,0,0,0,0,1,0,175948.0
20171208,1,0,0,0,1,0,0,0,1,0,176483.0
20171211,1,0,0,0,1,0,0,0,1,0,176743.0
20171212,1,0,0,0,1,0,0,0,1,0,177978.0
20171213,1,0,1,0,1,0,0,0,1,0,175833.0
20171214,1,0,1,1,1,0,0,0,1,0,175502.0
20171215,1,0,1,1,1,0,0,0,1,0,175618.0
20171218,1,0,1,1,1,0,0,0,1,0,172237.0
20171219,1,0,1,1,1,0,0,0,1,0,173553.0
20171220,1,0,1,1,1,0,0,0,1,0,172958.0
20171221,1,0,1,1,1,0,0,0,1,0,174036.0
20171222,1,0,1,1,1,0,0,0,1,0,172304.0
20171226,1,0,1,1,1,0,0,0,1,0,171499.0
20171227,1,0,0,1,1,0,0,0,1,0,168377.0
20171228,1,0,0,1,1,0,0,0,1,0,165809.0
20171229,1,0,0,1,1,0,0,0,0,0,165244.0
20180102,1,0,0,0,0,0,0,0,0,0,162544.0
20180103,1,0,0,0,0,0,0,0,0,0,163804.0
20180104,1,0,0,0,0,0,0,0,0,0,164184.0
20180105,1,0,0,0,0,0,0,0,0,0,163614.0
20180108,1,0,0,0,0,0,0,0,0,0,163904.0
20180109,1,0,0,0,0,0,0,0,0,0,165134.0
20180110,1,0,0,0,0,0,0,0,0,0,165744.0
20180111,1,0,0,0,0,0,0,0,0,0,165974.0
20180112,1,0,0,0,0,0,0,0,0,0,166474.0
20180116,1,0,0,0,0,0,0,0,0,1,165842.0
20180117,1,0,0,0,0,0,0,0,0,1,166410.0
20180118,1,0,0,0,0,0,0,0,0,1,166583.0
20180119,1,1,0,0,0,0,0,0,0,1,166056.0
20180122,1,1,0,0,0,0,0,0,0,1,166810.0
20180123,1,1,0,0,0,0,0,1,0,1,167731.0
20180124,1,1,0,0,0,0,0,1,0,1,170486.0
